id,sepal lengthCm,sepal widthCm,petallengthCm,petal widthCm,species
65,7.7,3.7,5.9,0.3,Phacelia palmeri Torr. ex S. Watson
859,4.9,2.3,1.5,1.7,Diplotomma chlorophaeum (Hepp ex Leight.) Szat.
739,5.1,3.6,3.9,0.7,Senna multiglandulosa (Jacq.) Irwin & Barneby
253,7.5,2.7,6.1,1.6,Ceanothus greggii A. Gray var. vestitus (Greene) McMinn
303,7.4,2.3,1.9,1.8,Dudleya attenuata (S. Watson) Moran
784,4.8,2.2,4.8,1.5,Quercus toumeyi Sarg.
674,6.1,3.2,1.3,1.7,Arctostaphylos manzanita Parry ssp. laevigata (Eastw.) Munz
475,7.6,3.7,1.5,1.2,Peperomia sintenisii C. DC.
304,7.4,4.3,6.3,2,Syrrhopodon texanus Sull.
436,4.3,2.3,6.3,2.4,Besseya oblongifolia Pennell
516,5.1,3.4,2.3,0.5,Eriogonum siskiyouense Small
45,6.5,3.3,4.7,2.2,Bifora americana Benth. & Hook. f. ex S. Watson
184,7.7,2.1,6.6,1.6,Astragalus kentrophyta A. Gray var. ungulatus M.E. Jones
586,6.1,2.3,4.4,1.3,Oxytropis lagopus Nutt. var. lagopus
713,5,3.3,3.3,1.5,Lepanthopsis melanantha (Rchb. f.) Ames
759,6.2,2.5,3,1.6,Viola tripartita Elliott
184,5.8,4.3,4.1,1.4,Carex lupuliformis Sartwell ex Dewey
921,6.2,3.1,1.9,2.1,Galium sparsiflorum W. Wight ssp. sparsiflorum
60,7.5,3.5,2,2.4,Dalea grayi (Vail) L.O. Williams
554,6.9,2.3,4.7,1.8,Platismatia glauca (L.) W.L. Culb. & C.F. Culb.
921,6.6,2.7,3.6,1.1,Arctostaphylos nummularia A. Gray
841,6.1,3.2,4.4,1.7,Eryngium maritimum L.
522,7.9,2.9,6.3,0.6,Loeskypnum wickesiae (Grout) Tuom.
788,6,4.1,4.9,1.6,Rhexia nashii Small
290,4.4,4.4,3.2,0.3,Betula nana L. ssp. exilis (Sukaczev) Hultén
460,7.8,2.2,1.5,1.2,Lachnanthes Elliott
139,7.9,3.5,1.9,0.5,Astragalus newberryi A. Gray var. newberryi
712,6.7,3.5,1.9,0.7,Packera ogotorukensis (Packer) Á. Löve & D. Löve
114,7,4.2,5.2,2.3,Heuchera cylindrica Douglas ex Hook. var. alpina Sw.
316,6.2,3.1,2.1,2,Poa sierrae J.T. Howell
250,6.8,3.4,1.5,0.9,Penstemon versicolor Pennell
725,4.8,4.2,5.3,0.7,Petiveria alliacea L.
425,4.6,3.7,5.3,0.5,Lecanora subcarnea (Lilj.) Ach.
437,7.8,3.1,6.2,2.5,Hepatica nobilis Schreb. var. acuta (Pursh) Steyerm.
197,4.5,2.3,5.9,0.3,Guibourtia coleosperma (Benth.) J. Léonard
469,7.7,3.3,6.9,1.2,Vicia benghalensis L.
65,6.7,3.2,4.5,0.3,Dubautia kenwoodii G.D. Carr
335,7.5,2.5,6.8,1.5,Potentilla flabellifolia Hook. ex Torr. & A. Gray
407,4.4,4,3.2,1.9,Dudleya pulverulenta (Nutt.) Britton & Rose ssp. arizonica (Rose) Moran
196,7.8,3.3,5.5,0.8,Veronica cymbalaria Bodard
923,7.1,2.2,5.9,0.8,"Calliscirpus C.N. Gilmour, J.R. Starr & Naczi"
777,6.3,4.2,3.8,0.2,Erigeron miser A. Gray
457,7.6,3.7,2.2,0.7,Asclepias cryptoceras S. Watson ssp. davisii (Woodson) Woodson
433,5.9,3.6,1.5,2.5,Mollugo gracillima Andersson
980,5.4,3.7,4.1,1.7,Dryas octopetala L. ssp. hookeriana (Juz.) Hultén
45,5.7,3.3,6.8,0.8,Packera dimorphophylla (Greene) W.A. Weber & Á. Löve var. paysonii (T.M. Barkley) D.K. Trock & T.M. Barkley
749,7.1,4.1,1.9,0.2,Heterodermia albicans (Pers.) Swinscow & Krog
265,5.7,3.7,4,1.2,Leucophysalis nana (A. Gray) Averett
171,4.2,3.9,2.9,0.2,Salazaria mexicana Torr.
498,5.3,3.1,3.1,0.5,Stanleya Nutt.
317,7.9,2.7,6,1.5,Trillium simile Gleason
865,4.9,3.8,5.2,0.1,Crateva L.
368,7.8,2.8,6.6,1.4,Cyperus hillebrandii Boeckeler var. decipiens (Hillebr.) Kük.
879,5.2,3.1,1.6,0.7,Euphorbia cyparissias L.
304,4.1,2.8,3,2.1,Allium howellii Eastw. var. clokeyi Ownbey & Aase
883,5.1,2.5,6.8,2.4,Convolvulus althaeoides L.
467,5.4,3.4,1.2,0.6,Eucalyptus bridgesiana R. Baker
642,6.8,3.7,5.6,0.4,Halesia tetraptera Ellis var. monticola (Rehder) Reveal & Seldin
260,5.6,3.7,3,1.6,Amphiachyris (A. DC.) Nutt.
487,7.2,3,5.9,1.9,Stictocardia tiliifolia (Desr.) Hallier f.
520,4.2,2.7,6.7,0.5,Astragalus callithrix Barneby
415,6,3.1,5.5,1.9,Eryngium armatum (S. Watson) J.M. Coult. & Rose
153,6.6,4.2,6.3,0.2,Delphinium hansenii (Greene) Greene ssp. hansenii
591,4.3,4.2,4.8,0.6,Potentilla plattensis Nutt.
55,7.3,2.7,5,1.9,Draba norvegica Gunnerus
358,6.7,3.5,5.8,1.6,Inula hookeri C.B. Clarke
86,7,2.2,4.3,2.2,Ipomoea purga (Wender.) Hayne
100,7.1,2.6,2.3,1.2,Hymenopappus artemisiifolius DC. var. riograndensis B.L. Turner
619,7.8,2.5,6.5,0.5,Trichodon Schimp.
810,4.1,3.8,6.6,0.6,Townsendia alpigena Piper var. minima (Eastw.) Dorn
123,6.7,3.9,6,1.7,Ipomoea hederacea Jacq.
866,5.6,2.2,5.3,2,Tabernaemontana citrifolia L.
39,5.5,2.2,5.6,2.1,Cordylanthus rigidus (Benth.) Jeps. ssp. littoralis (Ferris) T.I. Chuang & Heckard
27,4.3,3.4,3.7,0.4,Cymopterus Raf.
552,5.1,4,1.2,0.3,Labordia waialealae Wawra
914,6,4.1,6.6,1.3,Ranunculus macauleyi A. Gray var. brandegeei L.D. Benson
674,4.6,2.9,1.2,0.3,Sedum lanceolatum Torr. ssp. subalpinum (Blank.) R.T. Clausen
80,4.9,3.2,6.5,1.1,Spermacoce exilis (L.O. Williams) C. Adams
138,6.3,2.3,5.9,1.8,Lupinus lyallii A. Gray ssp. lyallii var. macroflorus Cox
828,6.2,3.9,4.9,1.4,Digitalis purpurea L.
115,4.6,3.5,1.9,0.4,Scutellaria multiglandulosa (Kearney) Small ex Harper
908,6.2,3,3.4,0.1,Asplenium haleakalense W.H. Wagner
221,7.7,4.1,1.1,1.6,Robinia viscosa Vent. var. viscosa
570,6.5,3.8,1.8,1,Chenopodium carnosulum Moq. var. patagonicum (Phil.) Wahl
29,7.7,2.6,4.1,1.9,Pectis elongata Kunth var. floribunda (A. Rich.) Keil
128,4.8,3.8,5.8,1.8,Eucnide bartonioides Zucc. var. bartonioides
761,6.3,2,1.6,2.4,Trillium L.
979,7.2,2.9,6.6,0.9,Tabebuia heterophylla (DC.) Britton
321,5.8,3.6,1.8,0.6,Arisaema triphyllum (L.) Schott ssp. pusillum (Peck) Huttleston
489,6.4,4.1,3,0.1,Hygroamblystegium fluviatile (Hedw.) Loeske
660,6.6,3.6,5.6,0.6,Philoxerus R. Br.
28,6.3,2.8,2.6,0.4,Lotus dendroideus (Greene) Greene var. veatchii (Greene) Isely
665,6.5,3.4,1.3,0.6,Aloina aloides (Koch ex Schultz) Kindb. var. ambigua (Bruch & Schimp.) Craig
407,5.3,3.8,5.3,0.5,Xylorhiza tortifolia (Torr. & A. Gray) Greene var. tortifolia
544,7.2,4.2,3.3,1.7,Kalmiopsis fragrans Meinke & Kaye
355,6.9,2.1,1.2,2.4,Astragalus lentiginosus Douglas ex Hook. var. floribundus A. Gray
345,7,2.7,3.8,1.5,Leptogium phyllocarpum (Pers.) Mont.
280,4.6,3.4,1.3,1.8,Lotus procumbens (Greene) Greene var. jepsonii (Ottley) Ottley
441,7.4,2.9,2.3,1.5,Acacia schaffneri (S. Watson) F.J. Herm. var. bravoensis Isely
300,6.9,3.3,6.8,1.5,Nymphoides humboldtiana (Kunth) Kuntze
511,6.4,4.2,6.9,1.6,Ramalina linearis (Sw.) Ach.
834,4.2,3.3,3.4,1.7,Glandularia quandrangulata (A. Heller) Umber
765,4.5,4.3,5.3,1,Waldsteinia fragarioides (Michx.) Tratt. ssp. doniana (Tratt.) Teppner
648,7,3.8,2.4,0.4,Carex ×caesariensis Mack. (pro sp.)
675,7.5,2.7,5.1,1.9,Montia fontana L.
626,4,2.2,4.6,0.2,Funastrum hirtellum (A. Gray) Schltr.
531,6.5,3.1,5.3,0.9,Lobelia kalmii L.
515,4.1,4.2,1.4,1.4,Ipomopsis spicata (Nutt.) V.E. Grant
472,6.9,4.2,2,0.9,Astragalus austiniae A. Gray ex W.H. Brewer & S. Watson
246,6.6,4.3,2.1,2,Arctostaphylos ×jepsonii Eastw. (pro sp.)
102,5.6,3.1,6,0.4,Allium lemmonii S. Watson
619,6.3,4,4.2,0.6,Cryptantha mohavensis (Greene) Greene
818,6.5,3.6,5.1,2,Eriogonum brevicaule Nutt.
532,4.1,3.6,2.4,1.9,Elaphoglossum martinicense (Desv.) T. Moore
45,4.1,3.8,2.8,2.3,Phacelia barnebyana J.T. Howell
86,4.1,2.9,3.6,1.8,Rumex tomentellus Rech. f.
868,4.5,3.2,1.5,1.5,Usnea vainioi Mot.
133,5.5,3.2,6,1.1,Dysphania cristata (F. Muell.) Mosyakin & Clemants
275,4.4,4.2,5,1.7,Sagraea portoricensis (Alain) Alain
376,5.5,3.1,3.6,0.4,Lupinus lyallii A. Gray ssp. lyallii var. danaus (A. Gray) S. Watson
672,5.4,3.4,2.6,2.4,Emmenanthe penduliflora Benth. var. penduliflora
124,6.9,2.5,2.5,0.4,Rumex cristatus DC.
246,6.7,3.9,5.9,1.2,Chromolaena odorata (L.) R.M. King & H. Rob.
797,7.1,2.8,6.1,0.6,Krascheninnikovia Guldenstaedt
774,5,2.8,5.9,1.3,Arctostaphylos glandulosa Eastw. ssp. adamsii (Munz) Munz
161,6.7,3.4,6.5,1.1,Henriettea membranifolia (Cogn.) Alain
787,4.1,2.4,5,1.8,Carex lenticularis Michx.
228,4.7,4.1,6.1,0.4,Rimelia Hale & Fletcher
960,4.7,2.7,4.1,2.4,Oxytropis mertensiana Turcz.
997,6.1,3.2,3.3,1.8,Candelina Poelt
560,7.5,2.3,1.7,0.4,Rubus odoratus L. var. columbianus Millsp.
978,7.1,4.2,2,0.3,Arthonia tetramera (Stizenb.) Hasse
79,5.8,2.8,3.2,1.8,Eucalyptus astringens (Maiden) Maiden
159,4.7,3.8,5.7,0.4,Heuchera maxima Greene
308,6.1,3.4,1.7,1.8,Claytonia cordifolia S. Watson
611,4.9,4.2,4.7,2.3,Cyrtandra ×laevis H. St. John (pro sp.)
372,7.2,2.5,2.8,1.3,Silene laciniata Cav. ssp. major C.L. Hitchc. & Maguire var. angustifolia C.L. Hitchc. & Maguire
163,5.9,3.4,5.1,2,Silene latifolia Poir.
565,6,2.7,4.3,2.5,Physcomitrella Bruch & Schimp.
960,6.9,3,2,0.4,Cnidoscolus aconitifolius (Mill.) I.M. Johnst.
853,6.7,2.1,3.4,0.6,Astragalus ravenii Barneby
798,7.8,3.6,2.2,1.4,Bidens macrocarpa (A. Gray) Sherff
15,7.1,3.5,2,0.9,Mycomicrothelia willeyana (Müll. Arg.) D. Hawksw.
983,7.4,2.9,4.1,0.2,Symphyotrichum subulatum (Michx.) G.L. Nesom
126,7.9,3.9,2.2,0.5,Carex glareosa Schkuhr ex Wahlenb. ssp. glareosa var. glareosa
784,4.9,3.6,2.9,2.4,Dermatocarpon rivulorum (Arnold) Dalla Torre & Sarnth.
432,6.8,3.5,1.4,1.7,Carex rupestris All.
610,7.9,3.3,6.3,1.9,Salicornia maritima Wolff & Jefferies
346,4.8,2.4,3.4,1,Paederia L.
633,4.4,3.1,1.5,1.8,Sporobolus neglectus Nash
208,6.2,4.2,5.3,0.2,Triticum militinae Zhuk. & Migush.
432,5.3,2.7,2.4,0.9,Calymperes afzelii Sw.
749,7.4,3.2,4.1,2.4,Ochrolechia subplicans (Nyl.) Brodo ssp. hultenii (Erichsen) Brodo
575,5.6,3.1,3.5,2.1,Argyranthemum foeniculum (Willd.) Sch. Bip.
643,6.9,4.3,6.6,0.2,Boykinia major A. Gray
349,5.3,3.1,6.8,0.9,Nemacaulis Nutt.
822,6.5,2.5,6.5,1.4,Andropogon gyrans Ashe var. stenophyllus (Hack.) C.S. Campbell
348,4.5,4.2,5.3,2.5,Campylocentrum pygmaeum Cogn.
99,4.1,2.2,5.4,0.7,Acacia genistifolia Link
667,7.4,3.4,6.8,1.2,Heterotheca subaxillaris (Lam.) Britton & Rusby
876,5,3,1.3,0.7,Plectocarpon Fée
976,4.9,3.7,4.6,1.8,Plagiobothrys collinus (Phil.) I.M. Johnst. var. californicus (A. Gray) L.C. Higgins
6,4.5,2,3.6,1.8,Symphoricarpos acutus (A. Gray) Dieck
119,5.3,3.4,3.6,1.2,Alyssum szovitsianum Fisch. & C.A. Mey.
32,5.3,3.5,3.9,2.3,Sphaerellothecium contextum Triebel
766,5.7,3.5,2.7,2.4,Bebbia juncea (Benth.) Greene var. aspera (Benth.) Greene
594,7.6,3.3,6.1,0.6,Cyrilla Garden ex L.
786,7.9,2.3,3.4,1.4,Sapium Jacq.
317,5.2,2.5,6.7,1.6,Trigonella L.
979,7.3,4.2,6.2,2.2,Dithyrea californica Harv.
353,5.1,4.3,5.3,0.3,Buellia retrovertens Tuck.
447,6.5,3.7,3.8,1.8,Cyperus trachysanthos Hook. & Arn.
449,7.8,3.7,2.8,2.1,Pickeringia montana Nutt. ex Torr. & A. Gray
364,7.3,3.3,5.7,0.6,Teesdalia coronopifolia (Bergeret) Thell.
711,5.1,2.2,1.1,0.4,Juncus phaeocephalus Engelm. var. phaeocephalus
805,7.7,3.7,2.8,1.8,Lecidea furvonigrans (Tuck.) Zahlbr.
145,6.9,4.3,6.7,1.4,Myelochroa metarevoluta (Asah.) Elix & Hale
115,4.5,3.5,5.1,2.5,Phlox drummondii Hook. ssp. tharpii (Whitehouse) Wherry
205,6,4.1,5.4,1.5,Eriogonum microthecum Nutt. var. simpsonii (Benth.) Reveal
105,7.3,3.3,3.9,0.5,Cucurbita pepo L. var. ovifera (L.) Harz
468,6.5,3.7,2.6,2.2,Chamaecrista absus (L.) Irwin & Barneby var. absus (L.) Irwin & Barneby [excluded]
409,4.3,4.2,4.9,2.2,Vaccinium macrocarpon Aiton
201,5.9,2.4,3.9,1,Calyptocarpus Less.
122,7.3,3.7,4.8,1,Lyonothamnus A. Gray
385,5.2,2.8,4.8,0.6,Rimularia badioatra (Krempelh.) Hertel & Rambold
886,7.3,3,3.8,0.8,Chamerion angustifolium (L.) Holub ssp. circumvagum (Mosquin) Hoch
310,7.8,3.1,4.4,2.4,Liatris squarrosa (L.) Michx.
879,4.6,4.2,4.5,1.1,Hedychium gardnerianum Shepard ex Ker Gawl.
885,7.1,2.7,6.3,1.2,Ageratum L.
881,6.8,2.2,6.6,1.1,Holocarpha Greene
95,7.4,3.4,2.4,2.3,Gochnatia hypoleuca (DC.) A. Gray
235,6.8,3,2.3,2.3,Mimulus johnstonii A.L. Grant
195,5.8,4.1,5.8,0.6,Orthotrichum speciosum Nees
736,5.1,2.2,2.1,1.6,Datura discolor Bernh.
700,7.8,3.2,3.6,0.4,Besseya ritteriana (Eastw.) Rydb.
765,7.5,2.5,5.6,0.1,Pleurothallis domingensis Cogn.
654,7.8,3.1,1,1.9,Astragalus lentiginosus Douglas ex Hook. var. ambiguus Barneby
768,7.8,3.9,2.2,0.5,Kiaeria starkei (F. Weber & D. Mohr) I. Hagen
803,6.2,2.1,1.2,1.2,Pleurochaete squarrosa (Brid.) Lindb.
998,6.2,3.5,4.3,2,Phacelia austromontana J.T. Howell
863,6.2,4.1,6.8,0.6,Mimulus eastwoodiae Rydb.
638,4.5,4,1.7,2.4,Rubus gnarus L.H. Bailey
366,5.5,3.2,4.8,1.9,Elaphoglossum eggersii (Baker) Christ
318,6.1,4.3,6.3,0.7,Morella cerifera (L.) Small
579,7.4,3.4,5.2,1.3,Waldsteinia Willd.
906,4.6,3.6,3.8,1.6,Rhodanthe Lindl.
628,7.8,3.2,2.6,1.5,Euthamia gymnospermoides Greene
954,7.7,3.6,3.4,0.5,Encyclia gravida (Lindl.) Schltr.
816,6.5,3.7,5.6,0.6,Lichina confinis (O.F. Müll.) C. Agardh
524,4.6,3.2,6.2,1.8,Mimosa turneri Barneby
824,6.4,3.8,4.8,1.2,Ipomopsis tenuifolia (A. Gray) V.E. Grant
648,6.3,3,6.3,2.2,Hymenophyllum tayloriae Farrar & Raine
240,7.2,4.4,1.8,2.2,Stereocaulon botryosum Ach.
760,4.3,3.8,6.7,1,Equisetum hyemale L.
420,5.6,3.9,1.7,2,Draba gredinii Ekm.
143,6.4,4,2.7,0.4,Silene lemmonii S. Watson
44,4.7,2.5,5.6,1.9,Cordia globosa (Jacq.) Kunth
33,5.4,4.3,6,2,Tolumnia variegata (Sw.) G.J. Braem
356,5,3.2,6.9,1.3,Lonchocarpus utilis A.C. Sm.
621,5.9,2.5,6.3,1.7,Catapyrenium plumbeum (de Lesd.) J.W. Thomson
30,5.4,4.1,4.3,0.4,Anthemis secundiramea Biv.
761,4.2,2.2,2.3,0.3,Erythronium americanum Ker Gawl.
94,7.5,2.6,5.2,2.5,Ranunculus alismifolius Geyer ex Benth. var. alismifolius
506,5.7,2,1.5,0.3,Polygala curtissii A. Gray
718,4.4,3.1,2.7,0.3,Marsilea hirsuta R. Br.
252,5.5,2.5,1.1,1.5,Zephyranthes candida (Lindl.) Herb.
208,5.8,3.8,5.9,0.2,Linaria pinifolia (Poir.) Thell.
776,7.6,3.9,5.1,0.5,Prunus pensylvanica L. f. var. pensylvanica
595,6.5,2.9,3.2,0.9,Luzula divaricata S. Watson
733,7.6,3.3,4.1,1,Miconia tetrastoma Naud.
554,5.8,3.9,1.3,1.8,Arctostaphylos tomentosa (Pursh) Lindl. ssp. bracteosa (DC.) J.E. Adams
626,5.2,2.7,4.1,2.5,Lasthenia burkei (Greene) Greene
389,7,3.9,5.1,1.4,Oxytropis czukotica Jurtzev
249,6.4,3.6,2.1,1.1,Turricula J.F. Macbr.
284,4.1,3.4,3.1,1.3,Leptosiphon minimus (H. Mason) R. Battaglia
63,6.8,2.2,1.2,1.1,Oxytenanthera Munro
583,4.3,2.4,4.9,2,Trifolium eriocephalum Nutt. ssp. eriocephalum
325,4.8,2.1,2.9,1.5,Psorothamnus polydenius (Torr. ex S. Watson) Rydb.
325,6.8,3.5,1.7,0.3,Draba helleriana Greene var. bifurcata C.L. Hitchc.
952,5.3,4.4,5.1,1.4,Hypotrachyna sinuosa (Sm.) Hale
192,7.2,3.7,4.2,0.9,Lotus angustissimus L.
863,7.8,2.4,3.7,1.3,Sagina decumbens (Elliott) Torr. & A. Gray
146,7,3.9,3.1,1.6,Typha latifolia L.
577,6.4,3.4,2,2,Solidago porteri Small
217,5.4,2.5,5.8,1.6,Sisymbrium officinale (L.) Scop.
952,4.4,3.3,6.3,1.5,"Notholithocarpus P.S. Manos, C.H. Cannon, & S.H. Oh"
703,4.4,4,2.3,0.4,Juncus tiehmii Ertter
721,5.4,3.7,5.2,1.4,Arthonia sexlocularis Zahlbr.
922,6.8,3.5,6.7,2.3,Lithospermum parksii I.M. Johnst.
212,5.8,2.5,4.1,2.1,Philonotis uncinata (Schwägr.) Brid.
816,6.5,3.5,2.3,1.2,Clermontia persicifolia Gaudich.
183,6.9,2.2,2.3,0.6,Sphaeralcea leptophylla (A. Gray) Rydb.
369,4.3,3.4,6.1,0.8,Puccinellia phryganodes (Trin.) Scribn. & Merr.
597,7.3,2.1,5.2,0.4,Elymus L.
287,4.1,2.3,2.5,1.3,Sphagnum capillifolium (Ehrh.) Hedw.
376,5.4,4.4,3.3,1.8,Penstemon montanus Greene
49,4.7,3.7,2,1.7,Viguiera dentata (Cav.) Spreng. var. lancifolia S.F. Blake
965,5.4,2.7,2.3,1.7,Jarilla Rusby
943,7.8,3.1,1.8,0.2,Neraudia angulata Cowan
471,5.1,3.4,4.7,0.2,Philonotis marchica (Hedw.) Brid.
711,4.8,2.6,6.8,0.1,Cryptantha tumulosa (Payson) Payson
531,7.3,3.7,4.8,1.7,Emilia fosbergii Nicolson
21,5.7,2.5,1.5,1.6,Clermontia samuelii Forbes
581,5.1,3.7,3.3,0.6,Quercus polymorpha Schltdl. & Cham.
913,7.3,4.4,3.1,1.3,Nemastylis Nutt.
988,7.6,3,1.1,2.2,Alvaradoa amorphoides Liebm. ssp. psilophyllis (Urb.) Cronquist
154,7.8,4.2,2.5,2.4,Drymaria cordata (L.) Willd. ex Schult. ssp. diandra (Blume) J. Duke
